VISITOR_ID,PURCHASE_SESSION_TIMESTAMP,PRIOR_TOUCHPOINTS,PRIOR_TOUCHPOINT_COUNT,CUMULATIVE_PRIOR_PURCHASE_SESSION_COUNT
3305485862461522985,2017-04-25 21:35:03.000,"PURCHASE, Direct, Direct, Direct, Direct, Direct, Direct, Direct",8,1
2396848817613598114,2017-03-04 19:45:22.000,Social,1,0
9441031549900042682,2017-04-26 22:40:20.000,"PURCHASE, Organic Search, Organic Search, Organic Search, Organic Search",5,2
2832884882260579085,2017-05-19 19:07:56.000,"Referral, Organic Search, Organic Search, Organic Search",4,0
5018379661055949961,2017-05-24 17:08:24.000,"PURCHASE, Referral",2,1
2536718676534980101,2017-06-12 16:45:07.000,"Referral, Referral, Referral",3,0
1571410643102231537,2017-06-19 16:57:52.000,Referral,1,0
9475000972333610150,2017-07-18 00:17:20.000,Referral,1,0
4073209630928256180,2017-07-25 03:16:05.000,Organic Search,1,0
8491796434246453900,2016-08-22 19:47:40.000,Organic Search,1,0
435373542373805498,2016-11-06 03:20:23.000,"PURCHASE, Referral, Referral, Referral, Referral, Referral",6,1
420252480915406869,2016-10-07 01:17:27.000,"Referral, Referral, Referral, Referral",4,0
8289823105768261598,2016-09-09 07:09:34.000,Paid Search,1,0
9592404849906839377,2016-10-12 20:07:14.000,Referral,1,0
662174499954069675,2016-10-04 04:58:01.000,Referral,1,0
3598720718130713222,2017-04-03 14:51:52.000,"Paid Search, Paid Search, Paid Search, Organic Search, Organic Search, Organic Search, Organic Search, Paid Search",8,0
2522184112201185014,2016-10-11 17:23:19.000,"Referral, Referral",2,0
4036695378449540485,2016-12-12 18:12:24.000,"Organic Search, Organic Search, Organic Search, Organic Search, Paid Search",5,0
7427669167259347728,2016-11-10 15:13:44.000,Organic Search,1,0
2416466435320363096,2016-12-11 00:09:02.000,Referral,1,0
1142710637622471759,2016-12-18 17:57:08.000,Organic Search,1,0
2775394985633648624,2016-12-05 20:24:07.000,Paid Search,1,0
1655308906576481640,2016-12-22 23:28:49.000,Organic Search,1,0
1596912606849218999,2017-01-17 20:24:34.000,PURCHASE,1,1
4123909121225276066,2017-02-15 14:33:33.000,"Referral, Referral, Organic Search, Organic Search",4,0
009046037663524262,2017-02-14 22:51:33.000,"Referral, Referral",2,0
770343271394368802,2017-02-05 08:45:41.000,"Organic Search, Referral, Referral",3,0
1017523686792237118,2017-02-24 22:50:14.000,"Referral, Referral",2,0
0617283905493277793,2017-04-04 14:18:07.000,"PURCHASE, Referral, Referral, Referral, Referral",5,1
7194697843629533346,2017-05-24 16:29:40.000,"Organic Search, Organic Search",2,0
6777096292963112230,2017-02-20 06:24:44.000,"PURCHASE, Organic Search",2,1
5263059809967138936,2017-03-08 16:16:00.000,PURCHASE,1,2
2337937577672192523,2017-03-15 15:33:51.000,"Direct, Referral",2,0
1481084267519588690,2017-03-25 16:47:56.000,Direct,1,0
3053688223431493183,2017-04-06 17:22:41.000,"Referral, Referral, Referral, Referral, Referral",5,0
5506296400494129114,2017-03-30 16:21:52.000,Direct,1,0
9447628234251166900,2017-04-27 17:01:08.000,Direct,1,0
9501779440932333497,2017-06-16 20:49:44.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",11,0
4757786080947166229,2017-05-29 18:42:38.000,"Direct, Direct",2,0
8043915706646697572,2017-05-29 21:00:21.000,Organic Search,1,0
5411864857395220243,2017-06-08 17:33:21.000,Referral,1,0
126587065113364520,2017-06-13 23:08:36.000,Organic Search,1,0
384990845055862114,2017-06-24 02:31:18.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",10,0
3700714855829972615,2017-07-19 23:36:17.000,"Referral, Organic Search",2,0
2366243354794689639,2017-07-19 14:56:04.000,"Display, Display, Display",3,0
3809242468363995194,2016-11-20 22:13:47.000,Direct,1,0
7798456604809994672,2016-12-01 15:00:11.000,Referral,1,0
9117420367534778573,2016-12-16 15:36:56.000,Direct,1,0
6010250598436085923,2017-02-16 03:10:51.000,"PURCHASE, Direct",2,4
7041939324822632725,2017-02-06 10:10:30.000,Organic Search,1,0
8947946498901524856,2017-02-07 04:08:07.000,"Organic Search, Organic Search",2,0
4081895043014351508,2017-05-21 02:18:50.000,"Organic Search, Organic Search, Organic Search, Organic Search, Paid Search",5,0
3529021574881130911,2017-03-10 08:13:59.000,"Direct, Direct",2,0
650056086385776129,2017-04-04 21:06:14.000,"Direct, Direct",2,0
5579921985700518049,2017-04-11 15:06:33.000,Referral,1,0
3637274724338240822,2017-04-28 23:24:05.000,"Direct, Direct",2,0
5112369122544987822,2017-05-16 20:45:36.000,"PURCHASE, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",8,1
4116206238605404224,2017-05-09 19:34:43.000,"Referral, Referral",2,0
4937590539132421841,2017-06-26 03:38:42.000,"Paid Search, Paid Search",2,0
1280993661204347450,2017-07-16 20:33:48.000,"Referral, Referral",2,0
6247025136768010466,2017-05-30 21:09:53.000,"Referral, Referral",2,0
0500460722094613747,2017-07-21 21:47:45.000,"Referral, Referral, Referral, Referral, Referral",5,0
8430240768850820716,2016-08-05 14:59:48.000,"Referral, Referral, Referral, Referral, Referral",5,0
9048067102444753039,2016-10-17 15:23:27.000,"Direct, Direct, Direct, Referral, Referral, Referral, Referral, Referral",8,0
80533986466271934,2016-08-02 15:44:34.000,"Display, Display",2,0
9892878855186083289,2016-08-12 22:22:25.000,Referral,1,0
7062970528826442292,2016-08-16 00:23:05.000,"Referral, Referral, Referral, Referral, Referral, Referral",6,0
051257374560700342,2016-08-11 00:51:53.000,Referral,1,0
7716135827542308176,2016-08-09 03:07:25.000,Referral,1,0
8163699947659294653,2017-02-24 01:39:41.000,"Referral, Referral, Referral",3,0
9961396584113412108,2016-09-29 02:38:17.000,"Direct, Referral, Referral, Referral",4,0
6531277595713835073,2016-08-19 16:47:06.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",5,0
2194592743396253647,2016-09-08 14:05:16.000,"Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Direct, Social, Social, Social, Social, Social, Social, Social, Social, Social, Social, Social, Social, Social, Social, Social, Social",33,0
3676060292760160435,2016-08-31 16:33:04.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
9941749289816017941,2016-09-12 22:55:26.000,"Organic Search, Organic Search",2,0
5606007994781234894,2016-09-14 22:03:02.000,"Direct, Direct, Referral",3,0
3445194212240387141,2016-09-20 21:06:55.000,Direct,1,0
4067986469497332117,2016-09-27 08:34:41.000,Organic Search,1,0
1531540148956296102,2016-10-18 16:24:18.000,Referral,1,0
3681004164006425285,2016-11-15 06:48:52.000,Direct,1,0
5960127137243713650,2017-07-06 03:22:58.000,"Direct, Referral, Organic Search, Referral, Referral, Referral, Referral",7,0
2644257335535694123,2016-10-30 06:23:53.000,"PURCHASE, Organic Search, Organic Search, Referral",4,1
6932673168120406334,2016-10-28 01:14:36.000,"Organic Search, Organic Search, Referral",3,0
6347736525399420278,2017-01-06 00:26:44.000,"Direct, Direct, Referral, Referral, Referral, Referral, Referral, Referral",8,0
1856789034184748379,2016-11-08 21:10:12.000,"Direct, Referral, Referral, Referral, Referral",5,0
9029794295932939024,2016-11-17 12:12:31.000,"PURCHASE, Referral",2,1
2193251253036865639,2016-11-13 04:49:16.000,"Direct, Direct, Referral",3,0
3712492351053577643,2017-04-29 17:23:47.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",12,0
2109053541085110320,2016-11-30 02:34:24.000,Organic Search,1,0
7168226225550508027,2017-01-26 17:36:06.000,"Display, Display",2,0
4961475611241206847,2016-12-16 20:41:50.000,Referral,1,0
9113512902535723065,2017-02-10 19:51:05.000,"Direct, Direct, Direct",3,0
6594015384875997141,2017-02-13 19:12:06.000,"Direct, Direct",2,0
6858857361782315379,2017-02-06 21:42:28.000,"Referral, Referral",2,0
1882187047309796513,2017-02-08 16:27:36.000,Organic Search,1,0
0220695720492664721,2017-04-05 23:40:12.000,"PURCHASE, Display, Referral, Referral, Referral, Referral, Referral, Referral",8,1
057074893306125434,2017-02-24 22:39:26.000,Referral,1,0
8100515448851904856,2017-03-06 18:31:31.000,Direct,1,0
8436822453341818983,2017-03-13 15:08:24.000,Referral,1,0
9702922854313747953,2017-04-06 22:35:43.000,"PURCHASE, Referral, Referral, Referral",4,1
7032925674295119702,2017-04-21 16:04:22.000,Direct,1,0
4623397335807191742,2017-04-07 22:43:47.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",6,0
2105122376016897629,2017-07-24 17:06:29.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",14,0
7441074498173829277,2017-04-17 21:57:47.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
3016739586039841037,2017-04-25 10:43:25.000,"Organic Search, Organic Search, Organic Search",3,0
7488526074421709685,2017-04-21 13:56:30.000,Referral,1,0
8889391457640720040,2017-05-28 02:30:12.000,PURCHASE,1,1
4329684992044034266,2017-06-01 21:31:01.000,"Direct, Paid Search",2,0
6894660104034700303,2017-05-19 02:49:43.000,"Organic Search, Organic Search, Organic Search",3,0
7311242886083854158,2017-06-08 23:22:27.000,PURCHASE,1,10
1957458976293878100,2017-06-08 18:16:54.000,PURCHASE,1,11
1420571529363353703,2017-06-26 15:29:17.000,"PURCHASE, Referral, Referral",3,1
377447207002641791,2017-06-28 13:47:13.000,Direct,1,0
5310038077394154434,2016-08-12 18:02:06.000,Direct,1,0
493200894475132340,2016-09-04 22:28:35.000,"Referral, Referral, Referral",3,0
6541355777027217465,2016-09-16 22:01:51.000,Referral,1,0
7806422854441917723,2016-10-24 01:38:18.000,"Organic Search, Organic Search, Organic Search",3,0
5175920907996496542,2016-11-26 02:18:37.000,"Organic Search, Display, Display, Organic Search",4,0
0682695636245631382,2016-11-06 20:38:14.000,Organic Search,1,0
7661043951104922558,2016-12-06 04:32:34.000,"Organic Search, Organic Search, Organic Search",3,0
908686415962464519,2016-11-23 22:06:59.000,Referral,1,0
9590846031894656114,2016-11-24 08:00:33.000,Referral,1,0
852340024895888997,2016-12-05 15:17:25.000,Organic Search,1,0
6010250598436085923,2017-01-18 15:15:41.000,"PURCHASE, Direct, Direct",3,3
1034770188837469990,2016-12-18 19:59:30.000,Referral,1,0
8598995083021048462,2016-12-23 20:21:01.000,Referral,1,0
0895662371717946210,2016-12-24 00:52:42.000,Organic Search,1,0
6129059309050021920,2017-01-02 02:56:14.000,Organic Search,1,0
277995947055991027,2017-01-05 13:23:37.000,"Organic Search, Referral",2,0
656429934624637021,2017-05-11 00:51:48.000,"Referral, Referral, Referral, Referral, Referral",5,0
822991725683805208,2017-03-23 19:51:44.000,"Direct, Direct",2,0
9029794295932939024,2017-03-22 20:45:41.000,PURCHASE,1,8
6428761163255691160,2017-04-02 08:19:43.000,Direct,1,0
0876622834480671437,2017-04-13 16:40:01.000,Organic Search,1,0
6904415728032094280,2017-04-26 17:14:10.000,"PURCHASE, Referral",2,1
691720966691550944,2017-05-03 20:45:09.000,"Organic Search, Organic Search, Paid Search, Paid Search",4,0
5130925613790258931,2017-05-04 03:27:57.000,Direct,1,0
1295206490988113981,2017-05-13 22:00:20.000,Organic Search,1,0
1327488227980815621,2017-05-23 19:08:31.000,Referral,1,0
8239546374178075911,2017-07-31 04:24:46.000,"Referral, Paid Search, Organic Search, Organic Search, Organic Search",5,0
7545000103569508809,2017-05-28 17:12:15.000,Referral,1,0
2796082769378041079,2017-06-10 20:58:48.000,"Referral, Referral",2,0
0111624627546859050,2017-06-19 15:01:46.000,"Organic Search, Organic Search",2,0
067475292701707948,2017-07-10 21:01:13.000,"Direct, Organic Search, Referral",3,0
4370296679036736835,2017-07-30 05:23:45.000,"Referral, Referral, Referral, Referral",4,0
5001293816565919651,2017-07-17 19:17:26.000,Paid Search,1,0
5292294760335216459,2017-07-14 00:48:04.000,Referral,1,0
016600374334482677,2016-11-16 23:05:00.000,"Referral, Referral",2,0
0445007965605847225,2017-04-04 21:46:27.000,"Direct, Referral, Referral, Referral",4,0
3844370939009340218,2017-03-22 23:49:52.000,Referral,1,0
3153380067864919818,2017-04-25 20:35:55.000,Direct,1,0
0439226753637545757,2017-05-10 18:48:03.000,Organic Search,1,0
6794948187699910130,2017-06-23 05:45:36.000,Referral,1,0
4284747478619287722,2017-07-28 03:57:10.000,"PURCHASE, Referral, Referral, Referral, Referral, Referral",6,1
8308144532481482080,2017-07-26 17:54:26.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
7602795446904794008,2017-04-25 15:25:15.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
8436426603099391262,2016-08-06 17:32:01.000,"Referral, Referral, Referral",3,0
8520115029387302083,2016-08-11 20:56:22.000,Referral,1,0
2311098311158255548,2016-10-11 16:37:09.000,Direct,1,0
0643786734868244401,2016-12-19 04:15:32.000,"Organic Search, Referral, Referral, Referral, Referral",5,0
8475830242904550241,2016-08-05 17:24:43.000,Referral,1,0
6002698185791753794,2016-08-11 17:30:27.000,Referral,1,0
04868452367846670,2016-08-16 01:32:16.000,Organic Search,1,0
7360285709701515415,2016-08-20 03:39:57.000,"Direct, Direct, Direct",3,0
296416077588295589,2016-08-15 17:15:56.000,Referral,1,0
3155899346527936936,2016-08-24 13:37:31.000,"Referral, Referral",2,0
6413366656495153463,2016-08-23 00:24:24.000,"Referral, Referral, Referral, Referral",4,0
743123551680199202,2016-08-26 13:05:05.000,"Social, Social",2,0
7435052038545127483,2016-08-25 22:07:50.000,"PURCHASE, Referral",2,1
1145352016498070156,2016-08-26 19:18:51.000,Referral,1,0
0170546418513334382,2016-09-16 07:33:44.000,Referral,1,0
3688060710283758752,2016-09-07 19:37:15.000,Organic Search,1,0
5137390233868271533,2016-10-10 04:44:33.000,"Direct, Direct, Direct",3,0
966739175376367480,2016-09-11 00:55:57.000,Organic Search,1,0
730458429523691231,2016-09-21 04:13:37.000,"Referral, Referral, Referral",3,0
2334679953234796784,2016-09-19 19:59:53.000,Organic Search,1,0
431719229375940985,2016-09-30 11:26:52.000,"Social, Social",2,0
4928238772423642345,2017-03-01 22:26:26.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
4478485114168698618,2016-09-29 01:16:53.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",5,0
1639589047263376521,2016-10-31 06:35:41.000,"PURCHASE, Referral, Referral, Referral, Referral",5,1
2992265049080278009,2016-10-11 20:09:29.000,"Organic Search, Organic Search, Organic Search",3,0
2121255844999750374,2016-10-27 23:57:22.000,Organic Search,1,0
7587690701654566627,2016-11-29 23:11:20.000,"Referral, Referral, Referral, Referral",4,0
1956307607572137989,2016-11-10 22:29:55.000,PURCHASE,1,3
6760732402251466726,2016-11-17 15:48:38.000,PURCHASE,1,13
7674192003340295500,2016-12-04 18:26:15.000,Organic Search,1,0
2528551022767237058,2016-12-18 16:40:20.000,"Referral, Referral, Referral, Referral, Referral, Referral",6,0
7378987659821753405,2016-12-12 19:40:53.000,Referral,1,0
6587536713587064638,2016-12-18 02:46:51.000,Referral,1,0
2528551022767237058,2016-12-18 19:33:43.000,"PURCHASE, Referral",2,1
9670996124580137796,2017-01-05 01:15:39.000,"Referral, Referral, Organic Search",3,0
9029794295932939024,2017-02-14 15:17:22.000,"PURCHASE, Referral, Referral",3,5
798497354396276590,2017-04-30 17:25:56.000,Direct,1,0
7266739596439998508,2017-03-20 14:30:06.000,"PURCHASE, Referral",2,2
6944288019130180719,2017-03-08 16:55:00.000,PURCHASE,1,3
6803371393192136951,2017-03-10 19:52:33.000,Organic Search,1,0
2613946236686066431,2017-04-29 16:00:22.000,"Referral, Referral, Referral, Display, Display, Referral",6,0
8274321599109591674,2017-03-23 17:59:35.000,Direct,1,0
6187652750765797994,2017-04-07 19:33:58.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",8,0
3370010142093281141,2017-04-05 21:16:51.000,"Referral, Referral",2,0
5623787405926174172,2017-04-09 01:07:32.000,Referral,1,0
0975975497732415345,2017-05-21 00:46:40.000,Direct,1,0
0450212169679268027,2017-05-19 15:34:04.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",5,0
1569663514316885370,2017-06-21 17:49:26.000,"Referral, Referral, Referral, Referral, Referral",5,0
7115504822552725751,2017-06-09 23:39:04.000,"Referral, Referral",2,0
1265954026564910088,2017-05-25 19:43:08.000,Direct,1,0
2633688470819438128,2017-06-14 21:02:34.000,Referral,1,0
2180515369167502520,2017-06-20 15:51:46.000,"PURCHASE, Direct, Direct",3,1
5922545727078253740,2017-07-17 18:43:53.000,Referral,1,0
1065722595338308305,2016-09-10 03:09:10.000,Organic Search,1,0
4795764855587336001,2016-12-15 00:56:52.000,Referral,1,0
1054368481850016599,2017-04-21 18:16:49.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",5,0
6010250598436085923,2016-11-04 12:44:35.000,PURCHASE,1,1
9740683001373444377,2016-10-31 18:43:29.000,Direct,1,0
079827535407240779,2016-11-18 15:52:37.000,"PURCHASE, Direct",2,1
1638979583737081570,2017-03-13 10:38:52.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
374253765923087294,2017-05-15 21:04:29.000,"Referral, Referral, Referral",3,0
2751456102223302101,2016-12-06 21:30:36.000,Direct,1,0
652634152265730494,2016-12-08 01:51:14.000,Organic Search,1,0
0628736701415781712,2017-01-25 05:39:33.000,Organic Search,1,0
7118031954619805826,2017-01-31 01:11:57.000,Organic Search,1,0
7081230071374452681,2017-07-01 05:34:32.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",9,0
626650043568445812,2017-05-05 20:12:25.000,"Organic Search, Organic Search",2,0
0040361081244991496,2017-03-30 21:29:45.000,Direct,1,0
4921413806940784676,2017-04-06 03:56:58.000,PURCHASE,1,2
8790419059934322944,2017-05-04 02:14:08.000,Direct,1,0
4624790961997446284,2017-07-29 21:18:18.000,"PURCHASE, Paid Search, Paid Search, Paid Search, Organic Search",5,1
2341884364013186402,2017-06-02 17:46:19.000,Organic Search,1,0
3558104655978527434,2017-07-16 19:22:00.000,Referral,1,0
4697582732814209554,2017-06-30 17:05:38.000,Referral,1,0
1957458976293878100,2017-06-14 17:17:24.000,"PURCHASE, Display",2,13
5691228855195017010,2017-07-08 19:33:16.000,"Organic Search, Organic Search, Organic Search, Organic Search",4,0
0658019277799848735,2017-07-08 07:00:25.000,"Referral, Referral",2,0
5369585818624352954,2017-07-12 16:01:41.000,Referral,1,0
5322397769480961983,2017-07-21 22:43:37.000,"Paid Search, Organic Search",2,0
7079315843944655334,2017-02-06 09:49:40.000,"Paid Search, Paid Search, Paid Search, Paid Search, Paid Search",5,0
1655430627864078480,2017-02-22 10:39:49.000,Organic Search,1,0
079656074413776629,2017-03-25 14:59:49.000,Referral,1,0
9865389122450632094,2017-04-11 22:27:35.000,PURCHASE,1,1
8864604309741280372,2017-05-30 15:38:29.000,"Referral, Referral",2,0
6400178996598013044,2017-07-18 21:31:05.000,Referral,1,0
1164110348121511511,2017-07-25 16:21:17.000,Direct,1,0
758577373703531857,2016-09-07 16:56:49.000,"Referral, Referral, Referral",3,0
4956502806670434584,2016-11-09 16:34:45.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",13,0
7545121588966245443,2017-04-04 16:02:15.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral, Referral",19,0
7851878234225373633,2016-08-08 00:44:54.000,Organic Search,1,0
4544326774395648224,2016-08-07 16:00:50.000,Organic Search,1,0
7851653566519396144,2016-08-12 17:57:16.000,"Display, Display",2,0
8100631432407926233,2017-01-05 20:00:49.000,"Organic Search, Organic Search",2,0
6118933348572020566,2016-11-01 19:09:42.000,"Direct, Direct, Organic Search, Referral",4,0
0020502892485275044,2016-09-11 17:00:44.000,Direct,1,0
8821259122819000444,2016-08-17 16:06:45.000,Direct,1,0
4709133566024199228,2016-10-27 15:25:10.000,"Organic Search, Organic Search",2,0
8851822767477687842,2016-09-07 16:33:50.000,PURCHASE,1,2
1095886019324498043,2016-09-02 17:01:20.000,Referral,1,0
147828372863938733,2016-09-27 17:52:51.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",10,0
8698795898814095008,2016-09-19 18:47:11.000,Organic Search,1,0
2773403605706356104,2016-11-04 21:42:35.000,"Direct, Direct, Referral",3,0
2135877003098860196,2017-02-23 22:34:01.000,"Referral, Referral, Referral",3,0
6077435441708793249,2016-09-27 19:10:25.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",7,0
4502934247228309817,2016-10-12 17:01:04.000,Organic Search,1,0
9821043739851308814,2016-09-28 02:16:31.000,Organic Search,1,0
1615259019878986588,2016-12-22 22:19:33.000,"Referral, Referral",2,0
2511032786245371752,2016-10-06 03:59:09.000,Paid Search,1,0
3444642706013409818,2016-10-29 01:48:34.000,Direct,1,0
6572523505337160165,2016-11-05 17:19:13.000,Referral,1,0
2454306711782802609,2016-11-07 01:36:27.000,"Direct, Referral",2,0
9963742951438650349,2016-12-04 20:40:19.000,"Direct, Direct, Direct",3,0
3855110230603514242,2016-11-21 01:54:29.000,"Referral, Referral",2,0
0111261597665013586,2016-11-21 04:41:16.000,Referral,1,0
3312961883012111762,2017-02-16 20:57:15.000,Direct,1,0
6297315177129333197,2016-12-12 13:37:43.000,Direct,1,0
6890419448387689000,2016-12-21 23:16:43.000,Referral,1,0
9748388824239957018,2016-12-19 00:05:12.000,"Referral, Referral",2,0
0830215024600450137,2016-12-17 22:57:07.000,Paid Search,1,0
0758186940251087967,2017-05-11 21:42:30.000,"Direct, Direct, Direct",3,0
0909158646354924303,2017-03-07 08:00:11.000,"Referral, Referral, Referral, Referral, Referral, Referral, Referral, Organic Search, Referral",9,0
7642599988772992308,2017-03-23 00:25:44.000,"Display, Referral, Display, Referral, Referral, Display, Referral",7,0
6010250598436085923,2017-03-20 01:29:27.000,"PURCHASE, Direct, Direct, Direct",4,5
7321764593218311455,2017-05-01 21:43:21.000,Direct,1,0
8039691484832064792,2017-02-22 04:02:19.000,Referral,1,0
1285137808569536764,2017-02-27 14:56:43.000,"PURCHASE, Direct",2,5
3378090868516348221,2017-03-28 20:14:57.000,Referral,1,0
2603582189520418632,2017-05-03 21:58:33.000,Direct,1,0
2925179999316963442,2017-05-12 13:32:46.000,Social,1,0
6984664807825476732,2017-05-20 15:26:55.000,"Organic Search, Referral",2,0
684586979835492905,2017-05-26 17:40:40.000,"Referral, Referral, Referral, Referral, Referral",5,0
3840247020317877106,2017-06-04 06:07:16.000,"Direct, Direct, Direct, Direct, Direct, Direct",6,0
8202388090302209552,2017-06-28 16:46:33.000,"Referral, Referral",2,0
0456807427403774085,2017-07-12 21:59:20.000,"Referral, Referral",2,0
8141749716169872712,2016-08-08 13:01:05.000,"Organic Search, Organic Search, Organic Search, Organic Search, Organic Search, Organic Search",6,0
6442597469017696977,2016-08-12 18:20:49.000,Direct,1,0
2969808094161834172,2016-10-14 19:25:13.000,"Organic Search, Organic Search",2,0
0617283905493277793,2017-02-07 19:43:47.000,"Referral, Referral",2,0
9620923631569343304,2017-01-13 20:14:19.000,"PURCHASE, Direct",2,2
3458355427562318061,2016-12-17 18:04:40.000,Organic Search,1,0
0536559199229561402,2017-03-11 22:56:47.000,"Social, Social",2,0
0205723721674321991,2017-04-29 02:40:32.000,"Organic Search, Organic Search, Referral",3,0
9720544232071502970,2017-02-23 09:45:43.000,Organic Search,1,0
8276434531874543884,2017-03-15 18:01:35.000,Organic Search,1,0
9672097680372886188,2017-03-28 14:02:31.000,PURCHASE,1,2
3590767994555565324,2017-04-18 03:26:28.000,"Referral, Referral, Referral, Referral",4,0
2880019277233079024,2017-03-29 23:19:55.000,Direct,1,0
9078321444578002385,2017-05-10 16:00:33.000,"PURCHASE, Organic Search, Organic Search, Organic Search, Social",5,1
7444340499297101269,2017-04-21 02:58:19.000,Referral,1,0
4669628548646471061,2017-05-05 23:52:41.000,"Referral, Referral",2,0
9550705733723196313,2017-05-04 18:59:36.000,Direct,1,0
