VISITOR_ID,FIRST_REVENUE_SESSION_TIMESTAMP,SESSION_COUNT_TO_REVENUE_SESSION,SESSION_COUNT_GROUP
3551066677390608620,2017-07-13 16:29:34.000,1,SINGLE_SESSION
9363688388068627633,2016-08-09 13:52:05.000,1,SINGLE_SESSION
2938490191342735172,2017-03-02 16:49:15.000,1,SINGLE_SESSION
5384999715597179184,2016-08-23 22:27:21.000,1,SINGLE_SESSION
7238957550100913049,2016-08-19 01:35:08.000,1,SINGLE_SESSION
4527278298555506420,2017-02-20 23:08:40.000,1,SINGLE_SESSION
379584412519217754,2016-11-14 03:12:13.000,1,SINGLE_SESSION
5507236446971002525,2016-11-02 16:47:03.000,1,SINGLE_SESSION
5235512449832105588,2017-03-26 13:31:27.000,1,SINGLE_SESSION
3397475696574281386,2017-02-25 06:05:23.000,1,SINGLE_SESSION
3682908334360088382,2016-08-26 22:41:15.000,1,SINGLE_SESSION
5412295266438507399,2017-05-18 14:36:12.000,1,SINGLE_SESSION
2857205495437639716,2017-02-17 22:45:35.000,1,SINGLE_SESSION
6438773915538733905,2016-08-09 18:02:26.000,1,SINGLE_SESSION
9257707423255469457,2016-12-17 23:44:14.000,1,SINGLE_SESSION
4803266942840717797,2016-10-23 20:27:03.000,1,SINGLE_SESSION
1680034700682349362,2017-02-15 17:19:14.000,1,SINGLE_SESSION
160507326253742421,2017-02-04 18:01:26.000,1,SINGLE_SESSION
7797161228996458724,2017-07-21 23:47:05.000,1,SINGLE_SESSION
9680451704023510043,2017-07-13 11:58:10.000,1,SINGLE_SESSION
0488047684682615330,2017-02-25 02:06:51.000,1,SINGLE_SESSION
3735766969872016810,2016-09-28 18:22:08.000,1,SINGLE_SESSION
0105953259825061684,2017-02-17 22:38:11.000,1,SINGLE_SESSION
4525480404637930448,2016-12-14 17:30:24.000,1,SINGLE_SESSION
597489337358394308,2017-06-14 02:39:28.000,1,SINGLE_SESSION
1799218307967476916,2016-10-13 19:25:40.000,1,SINGLE_SESSION
3725072130314093392,2017-02-18 00:16:02.000,1,SINGLE_SESSION
0796318880123219460,2016-12-13 14:54:53.000,1,SINGLE_SESSION
9944396671447365394,2016-08-15 20:23:39.000,1,SINGLE_SESSION
5257317776210702713,2016-11-09 05:08:50.000,1,SINGLE_SESSION
5348412778794343164,2016-10-06 19:14:00.000,1,SINGLE_SESSION
8355420463503976615,2016-12-15 19:18:21.000,1,SINGLE_SESSION
2094695043796060837,2016-08-11 05:56:58.000,1,SINGLE_SESSION
6915770645189353635,2017-05-12 20:32:47.000,1,SINGLE_SESSION
6116213157558708109,2017-03-10 03:16:00.000,1,SINGLE_SESSION
9658269809829788524,2017-04-13 02:47:14.000,1,SINGLE_SESSION
6782351669941022457,2016-08-10 21:01:25.000,1,SINGLE_SESSION
1102143761289282826,2016-10-03 19:58:26.000,1,SINGLE_SESSION
7657672545443379106,2016-12-16 23:06:10.000,1,SINGLE_SESSION
6803256328892941875,2017-07-12 21:25:55.000,1,SINGLE_SESSION
3410954577195057515,2016-12-18 20:52:47.000,1,SINGLE_SESSION
6703621215961449720,2017-06-13 00:53:25.000,1,SINGLE_SESSION
6413810286769822051,2017-06-27 22:04:37.000,1,SINGLE_SESSION
7185167966299243790,2016-10-11 14:13:08.000,1,SINGLE_SESSION
5478724114712597508,2016-08-05 17:41:03.000,1,SINGLE_SESSION
0793177103535535517,2016-08-12 22:11:54.000,1,SINGLE_SESSION
7818622582367990484,2017-01-09 13:33:01.000,1,SINGLE_SESSION
3213792540886957239,2016-12-21 03:36:08.000,1,SINGLE_SESSION
2431935968474229557,2017-06-26 21:10:14.000,1,SINGLE_SESSION
4986158717302530099,2017-03-09 13:11:50.000,1,SINGLE_SESSION
4072923826675534025,2017-04-21 04:13:04.000,1,SINGLE_SESSION
7741904137426649634,2017-07-14 17:43:42.000,1,SINGLE_SESSION
4097823333127434031,2017-04-13 17:51:54.000,1,SINGLE_SESSION
344338099914658416,2017-07-20 04:43:02.000,1,SINGLE_SESSION
3685287394686697592,2016-08-12 06:23:34.000,1,SINGLE_SESSION
6898863270294328062,2016-12-03 03:15:10.000,1,SINGLE_SESSION
6715636871396897050,2016-12-17 20:07:29.000,1,SINGLE_SESSION
8983752580423023317,2017-04-22 16:43:49.000,1,SINGLE_SESSION
4051794783067941843,2016-10-22 15:19:32.000,1,SINGLE_SESSION
5205547777184804145,2017-04-07 23:31:07.000,2,MULTI_SESSION
0175697895967494517,2016-12-16 22:44:37.000,1,SINGLE_SESSION
0131875932724045086,2016-11-25 21:59:38.000,1,SINGLE_SESSION
340785498701794891,2016-08-11 17:46:27.000,1,SINGLE_SESSION
813207140579582070,2017-07-31 23:09:05.000,1,SINGLE_SESSION
4098817556176018848,2016-10-27 15:42:43.000,1,SINGLE_SESSION
7937009225076356808,2016-08-17 18:42:15.000,1,SINGLE_SESSION
2620614855835258214,2017-01-30 17:40:49.000,2,MULTI_SESSION
1973770164859106217,2017-07-05 18:39:33.000,2,MULTI_SESSION
5991914528247415327,2016-08-21 17:26:24.000,2,MULTI_SESSION
8923902094377758912,2017-07-12 01:19:22.000,1,SINGLE_SESSION
1073725472178818721,2016-08-23 19:05:34.000,2,MULTI_SESSION
6523039845529938938,2017-04-12 15:43:14.000,1,SINGLE_SESSION
7242769996237605248,2016-11-16 22:47:00.000,1,SINGLE_SESSION
283777721763173267,2017-05-09 21:02:45.000,1,SINGLE_SESSION
1729268530542917241,2016-08-22 18:53:58.000,1,SINGLE_SESSION
0685890158319889343,2017-04-28 23:59:38.000,1,SINGLE_SESSION
5159223899895327618,2017-02-23 01:50:54.000,1,SINGLE_SESSION
8537734257593507372,2016-08-29 13:10:51.000,1,SINGLE_SESSION
9970378027479686216,2017-02-26 23:33:10.000,1,SINGLE_SESSION
5292537032296989599,2016-09-23 22:25:00.000,1,SINGLE_SESSION
341351070942762610,2016-12-18 17:06:09.000,1,SINGLE_SESSION
7232030663207265797,2017-07-17 20:08:53.000,1,SINGLE_SESSION
9352955759477478024,2017-04-28 22:51:30.000,1,SINGLE_SESSION
1713847086511016991,2017-07-05 16:47:54.000,1,SINGLE_SESSION
9006674589877323297,2017-02-11 20:34:12.000,1,SINGLE_SESSION
0924691897668681538,2016-11-30 23:04:01.000,1,SINGLE_SESSION
8167811292026269962,2016-12-15 07:20:22.000,1,SINGLE_SESSION
6314971062232350467,2016-08-19 23:33:28.000,1,SINGLE_SESSION
5102519341834861025,2017-01-18 01:36:58.000,1,SINGLE_SESSION
7505999967306814340,2017-06-12 08:07:27.000,1,SINGLE_SESSION
648777904915125343,2017-01-24 23:23:59.000,1,SINGLE_SESSION
1260618609056502343,2016-10-29 00:07:04.000,1,SINGLE_SESSION
3205470611252051738,2017-04-05 22:11:59.000,2,MULTI_SESSION
5845571367223986195,2016-11-02 16:52:33.000,1,SINGLE_SESSION
0127755228974756313,2017-04-28 23:01:42.000,1,SINGLE_SESSION
5713958052491086700,2017-05-01 13:56:56.000,1,SINGLE_SESSION
9114472211309183696,2016-09-20 14:16:38.000,1,SINGLE_SESSION
3519741939483828661,2017-02-14 21:28:15.000,1,SINGLE_SESSION
8070491504211007857,2017-05-18 02:48:33.000,1,SINGLE_SESSION
7147112211830167925,2016-09-02 21:55:32.000,1,SINGLE_SESSION
2375804711007415878,2017-01-17 19:19:36.000,1,SINGLE_SESSION
1599573902620912792,2016-11-16 22:37:41.000,1,SINGLE_SESSION
6433831291444208598,2017-06-30 03:56:40.000,1,SINGLE_SESSION
2075444661051129697,2017-07-04 12:24:15.000,1,SINGLE_SESSION
9977123823906435841,2016-10-09 20:03:20.000,1,SINGLE_SESSION
651435875392157361,2016-12-02 12:41:54.000,1,SINGLE_SESSION
737231467560931346,2016-08-12 20:22:41.000,1,SINGLE_SESSION
5494046638667244775,2016-11-15 17:11:23.000,1,SINGLE_SESSION
636983386776288406,2016-11-07 21:24:52.000,1,SINGLE_SESSION
8100569458779902192,2017-05-25 16:05:21.000,1,SINGLE_SESSION
394838067178638501,2016-12-20 23:44:57.000,1,SINGLE_SESSION
6933058408282272884,2017-06-10 23:54:44.000,1,SINGLE_SESSION
3036628579786441672,2016-09-29 17:57:50.000,1,SINGLE_SESSION
7211816795921364108,2016-12-13 04:15:03.000,1,SINGLE_SESSION
9192050658112953220,2016-08-13 20:12:02.000,1,SINGLE_SESSION
8689086948227235663,2016-09-29 15:34:25.000,1,SINGLE_SESSION
1511822374866725842,2016-10-14 18:58:34.000,1,SINGLE_SESSION
2944941333058773825,2017-03-17 17:39:16.000,1,SINGLE_SESSION
2682367463648643791,2016-08-22 15:12:47.000,1,SINGLE_SESSION
5953491515740495847,2016-12-16 04:07:13.000,1,SINGLE_SESSION
5961512277421237379,2017-05-17 00:13:01.000,1,SINGLE_SESSION
8314880454483296591,2017-04-14 15:06:12.000,1,SINGLE_SESSION
1917703421889337205,2016-12-08 19:57:10.000,1,SINGLE_SESSION
0733219058385493693,2016-12-01 04:07:50.000,1,SINGLE_SESSION
3891062223801208797,2016-09-09 22:56:53.000,1,SINGLE_SESSION
6152097881625473469,2017-03-29 18:01:27.000,1,SINGLE_SESSION
1700609130289534908,2016-11-27 14:53:56.000,1,SINGLE_SESSION
6493013869237663411,2016-09-20 13:44:02.000,1,SINGLE_SESSION
0117526410729664708,2017-05-18 20:11:51.000,1,SINGLE_SESSION
1350820772322277766,2017-04-27 13:48:37.000,1,SINGLE_SESSION
6049426563900129061,2017-03-28 02:25:37.000,1,SINGLE_SESSION
7184569784224376022,2016-09-27 16:51:43.000,1,SINGLE_SESSION
9247058840665682249,2016-09-16 23:18:26.000,1,SINGLE_SESSION
2839647101049263045,2016-10-19 19:33:07.000,1,SINGLE_SESSION
1508794680190064090,2016-12-14 23:27:29.000,1,SINGLE_SESSION
7638336411447332495,2016-12-08 17:15:43.000,1,SINGLE_SESSION
6754217124682616244,2017-03-16 00:33:33.000,1,SINGLE_SESSION
1292690271020897036,2017-01-30 04:54:44.000,1,SINGLE_SESSION
0903826386266908789,2017-04-12 23:11:23.000,1,SINGLE_SESSION
7496201674620418944,2017-05-11 23:04:06.000,1,SINGLE_SESSION
8049218142229066555,2017-05-12 12:12:42.000,1,SINGLE_SESSION
9361412188151560825,2017-06-07 23:20:24.000,1,SINGLE_SESSION
5876856454861855594,2016-08-18 19:06:06.000,1,SINGLE_SESSION
0007933257389091624,2017-05-01 18:45:33.000,1,SINGLE_SESSION
1323672990415209613,2016-12-31 16:14:10.000,1,SINGLE_SESSION
4422460864147269736,2016-08-09 16:39:12.000,1,SINGLE_SESSION
6841461972455474576,2017-01-31 19:55:14.000,1,SINGLE_SESSION
0353184725767379430,2017-04-04 03:51:39.000,1,SINGLE_SESSION
6189137290295727859,2017-07-12 18:54:42.000,1,SINGLE_SESSION
9493021416478611124,2016-12-18 14:13:57.000,1,SINGLE_SESSION
4644922004575301985,2017-02-15 20:35:12.000,1,SINGLE_SESSION
7709768845264385801,2016-09-21 17:14:15.000,1,SINGLE_SESSION
9804471949887866440,2017-02-23 18:49:44.000,1,SINGLE_SESSION
5223607251994179242,2016-08-19 17:52:45.000,1,SINGLE_SESSION
2495704533414117222,2017-05-30 19:58:24.000,1,SINGLE_SESSION
9469314136392123821,2017-05-08 17:12:37.000,1,SINGLE_SESSION
8560007205901017606,2016-09-25 17:24:11.000,1,SINGLE_SESSION
2571951630476198714,2016-08-25 06:15:45.000,1,SINGLE_SESSION
0032288790526152703,2016-09-30 16:22:00.000,1,SINGLE_SESSION
1235024616645642362,2016-08-31 20:06:47.000,1,SINGLE_SESSION
5216295436197840308,2016-12-17 18:37:48.000,1,SINGLE_SESSION
7771656628828873351,2016-12-20 16:30:36.000,1,SINGLE_SESSION
2640118849316353391,2016-12-05 06:47:43.000,1,SINGLE_SESSION
067516997967648879,2016-08-29 23:11:02.000,1,SINGLE_SESSION
719626868021451011,2017-05-08 17:21:04.000,1,SINGLE_SESSION
9982700667464896535,2017-05-12 16:39:25.000,1,SINGLE_SESSION
0148919186298580226,2017-05-20 20:40:12.000,1,SINGLE_SESSION
5571134167525612078,2016-12-07 03:58:53.000,1,SINGLE_SESSION
631883605401031518,2017-05-04 22:28:16.000,1,SINGLE_SESSION
4061971552460255356,2016-08-13 02:49:07.000,1,SINGLE_SESSION
6254480260491626923,2017-04-03 18:14:19.000,1,SINGLE_SESSION
1860043119343068169,2017-03-11 14:12:22.000,1,SINGLE_SESSION
5272459334252827422,2016-09-29 21:09:01.000,1,SINGLE_SESSION
4700663332941210567,2016-08-26 17:39:24.000,1,SINGLE_SESSION
3660362924082650418,2017-06-01 17:14:27.000,1,SINGLE_SESSION
2996634924605422083,2016-12-09 21:53:16.000,1,SINGLE_SESSION
2178459566193458788,2017-07-07 05:17:17.000,1,SINGLE_SESSION
7227131899750346684,2017-03-25 02:47:18.000,1,SINGLE_SESSION
3074873425598115853,2016-12-17 03:23:09.000,1,SINGLE_SESSION
8895070637038003269,2017-04-14 15:27:26.000,1,SINGLE_SESSION
1716654206018570028,2016-12-20 16:04:43.000,1,SINGLE_SESSION
9954291757269899812,2017-07-27 23:35:50.000,1,SINGLE_SESSION
5359997497493583219,2016-12-05 19:46:17.000,1,SINGLE_SESSION
1191806581069633765,2017-06-14 16:28:42.000,1,SINGLE_SESSION
7830750206267475882,2016-10-05 16:13:54.000,1,SINGLE_SESSION
8094760238858385378,2016-12-16 20:22:27.000,1,SINGLE_SESSION
1720622772821071507,2017-04-06 00:05:54.000,1,SINGLE_SESSION
6948798381192392858,2017-05-05 18:17:00.000,1,SINGLE_SESSION
6564923719218813325,2016-09-08 15:58:40.000,1,SINGLE_SESSION
3060859705659472596,2017-06-07 18:25:06.000,1,SINGLE_SESSION
1671489519986365799,2017-06-29 14:57:52.000,1,SINGLE_SESSION
0880816614925318447,2017-01-09 02:17:31.000,1,SINGLE_SESSION
1997401331704594416,2017-04-14 16:57:34.000,1,SINGLE_SESSION
6307220164561637913,2017-03-04 07:34:17.000,1,SINGLE_SESSION
0403377724115575972,2017-02-08 16:38:28.000,1,SINGLE_SESSION
4548268602116445081,2017-04-18 22:32:08.000,1,SINGLE_SESSION
5264936572592547766,2016-11-24 05:24:22.000,1,SINGLE_SESSION
4052263114492038188,2017-06-26 18:06:47.000,1,SINGLE_SESSION
5509634145014116132,2017-05-23 17:57:35.000,1,SINGLE_SESSION
4874080819213788945,2016-09-15 17:25:33.000,1,SINGLE_SESSION
280571682929338005,2016-08-01 11:26:23.000,1,SINGLE_SESSION
8856909534295344708,2017-06-29 18:50:31.000,1,SINGLE_SESSION
0568624962920879221,2016-08-22 05:26:47.000,1,SINGLE_SESSION
9359260991266226539,2017-04-06 20:09:47.000,1,SINGLE_SESSION
5889911900700312712,2016-11-03 17:20:59.000,1,SINGLE_SESSION
4661056240589055665,2017-05-03 20:53:32.000,1,SINGLE_SESSION
4021545903221768345,2017-04-04 20:47:59.000,1,SINGLE_SESSION
6295250003347725316,2017-04-14 23:53:45.000,2,MULTI_SESSION
051312971389642254,2017-05-05 20:13:24.000,1,SINGLE_SESSION
5230800631136876455,2017-01-18 03:29:41.000,1,SINGLE_SESSION
8487665150986176710,2017-05-12 13:36:23.000,1,SINGLE_SESSION
3525762171058783974,2016-11-11 20:34:11.000,1,SINGLE_SESSION
9124070353088429794,2017-02-03 07:46:39.000,1,SINGLE_SESSION
9904739620314056122,2016-11-08 04:41:27.000,1,SINGLE_SESSION
1817311646985254835,2016-11-22 23:35:54.000,1,SINGLE_SESSION
2166438591525900148,2016-11-28 17:40:03.000,1,SINGLE_SESSION
5349155616428631188,2017-02-16 19:31:33.000,1,SINGLE_SESSION
0014253006455543633,2017-02-19 23:01:20.000,1,SINGLE_SESSION
0152778576197288117,2017-01-31 05:31:00.000,1,SINGLE_SESSION
2371906231211457127,2017-02-16 22:01:09.000,1,SINGLE_SESSION
928831772321012455,2016-10-21 00:24:18.000,1,SINGLE_SESSION
0515583444261228947,2016-08-27 19:47:30.000,1,SINGLE_SESSION
7040970537292451675,2017-05-13 03:27:32.000,1,SINGLE_SESSION
7777403200539516342,2016-08-13 13:55:25.000,1,SINGLE_SESSION
7113011772090059658,2017-05-18 05:02:18.000,1,SINGLE_SESSION
8342494724781210773,2017-03-22 18:23:10.000,1,SINGLE_SESSION
2262018521556676288,2017-01-24 21:09:40.000,1,SINGLE_SESSION
679645045413988495,2016-12-20 18:22:56.000,1,SINGLE_SESSION
5448576624239001417,2017-06-10 05:23:37.000,1,SINGLE_SESSION
5058838630495923334,2016-12-12 20:48:12.000,1,SINGLE_SESSION
2932968952415068282,2016-11-03 00:32:20.000,1,SINGLE_SESSION
7723283988655524549,2017-05-02 23:48:00.000,1,SINGLE_SESSION
988058428052485271,2017-05-02 18:19:19.000,1,SINGLE_SESSION
3122295275432356222,2016-11-10 21:28:56.000,1,SINGLE_SESSION
3984114857404571747,2016-10-09 05:58:48.000,1,SINGLE_SESSION
6965694497277122070,2017-06-19 22:32:05.000,1,SINGLE_SESSION
743304229594707435,2016-09-08 17:32:38.000,1,SINGLE_SESSION
1036690457275487671,2017-04-21 01:10:36.000,3,MULTI_SESSION
550660948694018203,2016-10-12 17:32:17.000,2,MULTI_SESSION
6528190156383151299,2016-12-10 13:10:22.000,1,SINGLE_SESSION
2123537530251583440,2016-09-26 22:40:58.000,1,SINGLE_SESSION
3159050604918463196,2016-12-30 23:07:01.000,1,SINGLE_SESSION
4032905532111677207,2017-03-30 18:11:13.000,1,SINGLE_SESSION
1644386614096076703,2017-04-12 19:27:52.000,1,SINGLE_SESSION
7148873648621416097,2016-11-14 04:33:48.000,1,SINGLE_SESSION
5313430409302737602,2017-06-20 02:33:53.000,1,SINGLE_SESSION
6746192651658038483,2016-09-30 21:50:33.000,1,SINGLE_SESSION
308402457029592335,2017-01-25 18:42:54.000,1,SINGLE_SESSION
4995606827430436569,2017-02-26 21:17:49.000,1,SINGLE_SESSION
2799516265543613982,2017-06-07 15:53:25.000,1,SINGLE_SESSION
2757346803050165711,2017-06-01 18:54:46.000,1,SINGLE_SESSION
0735968675616410716,2017-02-14 21:28:45.000,1,SINGLE_SESSION
042122995088591617,2016-08-10 06:28:01.000,1,SINGLE_SESSION
6571994191266464601,2017-03-25 02:33:25.000,1,SINGLE_SESSION
2337327787747858943,2017-04-05 23:28:19.000,1,SINGLE_SESSION
3572331587418147063,2016-12-01 18:31:57.000,1,SINGLE_SESSION
566055411938639598,2017-02-01 18:46:01.000,1,SINGLE_SESSION
9389853808320852799,2017-01-11 19:14:08.000,1,SINGLE_SESSION
0769891055069398469,2016-10-03 00:20:49.000,2,MULTI_SESSION
7469641396207188649,2017-04-05 16:39:08.000,1,SINGLE_SESSION
1237157156860743048,2017-03-16 20:41:42.000,1,SINGLE_SESSION
703628343876693893,2017-07-16 02:12:45.000,1,SINGLE_SESSION
7234178212893913418,2017-03-07 01:13:38.000,1,SINGLE_SESSION
5523134434912624925,2017-03-08 17:15:47.000,1,SINGLE_SESSION
1193560579647206164,2017-02-09 15:42:33.000,1,SINGLE_SESSION
42872006688710090,2017-07-18 16:55:01.000,1,SINGLE_SESSION
8714444733243039474,2017-06-15 20:17:23.000,1,SINGLE_SESSION
048002411086393228,2016-08-13 17:21:24.000,1,SINGLE_SESSION
2439011587487738686,2017-07-14 18:06:40.000,1,SINGLE_SESSION
0879808925375777623,2016-08-13 22:23:21.000,1,SINGLE_SESSION
4688218153840595469,2017-07-31 22:04:52.000,1,SINGLE_SESSION
4633246963360830872,2017-03-03 20:15:24.000,1,SINGLE_SESSION
766927729457298247,2016-08-17 04:28:51.000,1,SINGLE_SESSION
9903092874460609398,2016-10-17 18:13:03.000,1,SINGLE_SESSION
3818637526754889697,2016-09-15 04:10:08.000,1,SINGLE_SESSION
244535803596038100,2016-08-08 18:57:46.000,1,SINGLE_SESSION
9517876334933975316,2016-09-10 22:03:07.000,2,MULTI_SESSION
4033167138991049828,2017-02-03 18:40:43.000,1,SINGLE_SESSION
3741407379008310018,2017-06-25 22:16:07.000,1,SINGLE_SESSION
8502947184347760637,2016-11-24 00:23:59.000,1,SINGLE_SESSION
0333033833560922860,2016-11-22 08:44:06.000,1,SINGLE_SESSION
4719180322983333316,2016-09-15 17:55:46.000,1,SINGLE_SESSION
7911172514249336913,2016-10-20 14:20:54.000,1,SINGLE_SESSION
0614324104402254023,2017-06-20 05:30:34.000,1,SINGLE_SESSION
2571702649159032063,2017-05-02 16:05:54.000,1,SINGLE_SESSION
9677631416486425032,2016-08-16 17:45:32.000,1,SINGLE_SESSION
1419312945460679931,2017-04-21 21:18:22.000,1,SINGLE_SESSION
5909453901829885037,2016-08-29 18:31:10.000,1,SINGLE_SESSION
8863430724995588001,2016-11-07 20:39:27.000,1,SINGLE_SESSION
7470318193219952463,2016-11-16 01:29:53.000,1,SINGLE_SESSION
5687201440185842310,2017-06-26 20:50:41.000,1,SINGLE_SESSION
3839596841653772572,2017-07-10 19:25:04.000,1,SINGLE_SESSION
2141032560407740130,2017-07-25 19:46:02.000,1,SINGLE_SESSION
2315247548521028492,2017-06-19 19:05:02.000,1,SINGLE_SESSION
6176203092937961614,2017-03-21 18:58:42.000,1,SINGLE_SESSION
6119780463983531301,2016-09-25 16:09:25.000,1,SINGLE_SESSION
2885831716084435366,2016-11-04 11:11:46.000,1,SINGLE_SESSION
1070119518621634705,2017-05-27 18:50:32.000,1,SINGLE_SESSION
7908307514083563203,2017-02-28 18:51:11.000,1,SINGLE_SESSION
6917105928775421626,2016-10-08 03:51:49.000,1,SINGLE_SESSION
3524455307595402736,2017-05-21 22:07:27.000,1,SINGLE_SESSION
0366995018749053135,2017-06-22 15:35:17.000,1,SINGLE_SESSION
9405485680580115481,2016-12-01 14:47:13.000,1,SINGLE_SESSION
5810160543155445886,2016-10-18 14:44:02.000,1,SINGLE_SESSION
7522971304903482159,2017-05-04 19:27:54.000,1,SINGLE_SESSION
7350727860294658830,2017-05-07 08:18:07.000,1,SINGLE_SESSION
5513418547926815153,2017-02-06 02:39:28.000,1,SINGLE_SESSION
2364782563241908647,2017-07-13 05:18:56.000,1,SINGLE_SESSION
5050263480914174678,2017-04-14 18:43:04.000,1,SINGLE_SESSION
3550975436361582700,2016-10-05 20:32:12.000,1,SINGLE_SESSION
859841055771352512,2016-10-25 22:34:38.000,1,SINGLE_SESSION
6773346222137141343,2016-10-20 13:35:42.000,1,SINGLE_SESSION
5044031393629737352,2017-01-29 21:03:01.000,1,SINGLE_SESSION
3320285544783092205,2016-08-19 04:28:11.000,1,SINGLE_SESSION
