VISITOR_ID,PURCHASE_SESSION_ID,TOUCHPOINT_SESSION_ID,TOUCHPOINT_CHANNEL_GROUPING,LINEAR_CREDIT_TRANSACTIONS,LINEAR_CREDIT_REVENUE,LAST_TOUCH_CREDIT_TRANSACTIONS,LAST_TOUCH_CREDIT_REVENUE
0324564641241038377,0324564641241038377-1494858999-1494858999,0324564641241038377-1488561085-1488561085,Direct,0.100000,8.385,0,0
0324564641241038377,0324564641241038377-1494858999-1494858999,0324564641241038377-1494370294-1494370294,Organic Search,0.100000,8.385,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1477920697-1477920697,Referral,0.100000,57.022,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1477924812-1477924812,Referral,0.100000,57.022,1,570.22
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1476920991-1476920991,Direct,0.100000,57.022,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1477875165-1477875165,Referral,0.100000,57.022,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1476925676-1476925676,Referral,0.100000,57.022,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1476986995-1476986995,Referral,0.100000,57.022,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1477873073-1477873073,Referral,0.100000,57.022,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1473958514-1473958514,Direct,0.100000,57.022,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1476219166-1476219166,Direct,0.100000,57.022,0,0
7849560023703448121,7849560023703448121-1477924812-1477924812,7849560023703448121-1477881521-1477881521,Referral,0.100000,57.022,0,0
4329684992044034266,4329684992044034266-1496352661-1496352661,4329684992044034266-1493597776-1493597776,Direct,0.333333,5.33,0,0
4329684992044034266,4329684992044034266-1496352661-1496352661,4329684992044034266-1496352661-1496352661,Paid Search,0.333333,5.33,1,15.99
4329684992044034266,4329684992044034266-1496352661-1496352661,4329684992044034266-1496272770-1496272770,Paid Search,0.333333,5.33,0,0
1295206490988113981,1295206490988113981-1494712820-1494712820,1295206490988113981-1494166632-1494166632,Organic Search,0.500000,52.655,0,0
1295206490988113981,1295206490988113981-1494712820-1494712820,1295206490988113981-1494712820-1494712820,Referral,0.500000,52.655,1,105.31
4015497886107875347,4015497886107875347-1474305511-1474305511,4015497886107875347-1474213718-1474213718,Social,0.200000,4.238,0,0
4015497886107875347,4015497886107875347-1474305511-1474305511,4015497886107875347-1474305511-1474305511,Social,0.200000,4.238,1,21.19
4015497886107875347,4015497886107875347-1474305511-1474305511,4015497886107875347-1473971607-1473971607,Referral,0.200000,4.238,0,0
4015497886107875347,4015497886107875347-1474305511-1474305511,4015497886107875347-1473971659-1473971659,Social,0.200000,4.238,0,0
4015497886107875347,4015497886107875347-1474305511-1474305511,4015497886107875347-1471656092-1471656092,Referral,0.200000,4.238,0,0
0436141361480108416,0436141361480108416-1478904213-1478904213,0436141361480108416-1477664382-1477664382,Organic Search,0.200000,16.716,0,0
0436141361480108416,0436141361480108416-1478904213-1478904213,0436141361480108416-1478833540-1478833540,Referral,0.200000,16.716,0,0
0436141361480108416,0436141361480108416-1478904213-1478904213,0436141361480108416-1478031661-1478031661,Organic Search,0.200000,16.716,0,0
0436141361480108416,0436141361480108416-1478904213-1478904213,0436141361480108416-1478032050-1478032050,Referral,0.200000,16.716,0,0
0436141361480108416,0436141361480108416-1478904213-1478904213,0436141361480108416-1478904213-1478904213,Referral,0.200000,16.716,1,83.58
6052206455243513477,6052206455243513477-1500844993-1500844993,6052206455243513477-1500844592-1500844592,Direct,0.333333,601.133333333,0,0
6052206455243513477,6052206455243513477-1500844993-1500844993,6052206455243513477-1500844993-1500844993,Referral,0.333333,601.133333333,1,1803.4
6052206455243513477,6052206455243513477-1500844993-1500844993,6052206455243513477-1500576308-1500576308,Direct,0.333333,601.133333333,0,0
3637274724338240822,3637274724338240822-1493421845-1493421845,3637274724338240822-1493421766-1493421766,Direct,0.333333,11.863333333,0,0
3637274724338240822,3637274724338240822-1493421845-1493421845,3637274724338240822-1493418805-1493418805,Direct,0.333333,11.863333333,0,0
3637274724338240822,3637274724338240822-1493421845-1493421845,3637274724338240822-1493421845-1493421845,Social,0.333333,11.863333333,1,35.59
2650142233022384920,2650142233022384920-1481475570-1481475570,2650142233022384920-1481475570-1481475570,Referral,0.500000,67.425,1,134.85
2650142233022384920,2650142233022384920-1481475570-1481475570,2650142233022384920-1481475490-1481475490,Direct,0.500000,67.425,0,0
3133961575709711907,3133961575709711907-1483059681-1483059681,3133961575709711907-1482866467-1482866467,Organic Search,0.200000,205.75,0,0
3133961575709711907,3133961575709711907-1483059681-1483059681,3133961575709711907-1482866480-1482866480,Referral,0.200000,205.75,0,0
3133961575709711907,3133961575709711907-1483059681-1483059681,3133961575709711907-1482864042-1482864042,Referral,0.200000,205.75,0,0
3133961575709711907,3133961575709711907-1483059681-1483059681,3133961575709711907-1482882889-1482882889,Referral,0.200000,205.75,0,0
3133961575709711907,3133961575709711907-1483059681-1483059681,3133961575709711907-1483059681-1483059681,Referral,0.200000,205.75,1,1028.75
9295804456839509915,9295804456839509915-1475964376-1475964376,9295804456839509915-1475780507-1475780507,Direct,0.333333,39.136666667,0,0
9295804456839509915,9295804456839509915-1475964376-1475964376,9295804456839509915-1475964376-1475964376,Referral,0.333333,39.136666667,1,117.41
9295804456839509915,9295804456839509915-1475964376-1475964376,9295804456839509915-1475711477-1475711477,Direct,0.333333,39.136666667,0,0
783433940623046043,783433940623046043-1473985758-1473985758,783433940623046043-1473985715-1473985715,Paid Search,0.500000,16.985,0,0
783433940623046043,783433940623046043-1473985758-1473985758,783433940623046043-1473985758-1473985758,Organic Search,0.500000,16.985,1,33.97
223992111609267003,223992111609267003-1482091232-1482091232,223992111609267003-1481242794-1481242794,Organic Search,0.142857,3.284285714,0,0
223992111609267003,223992111609267003-1482091232-1482091232,223992111609267003-1482091232-1482091232,Referral,0.142857,3.284285714,1,22.99
223992111609267003,223992111609267003-1482091232-1482091232,223992111609267003-1482091231-1482091231,Referral,0.142857,3.284285714,0,0
223992111609267003,223992111609267003-1482091232-1482091232,223992111609267003-1482091168-1482091168,Organic Search,0.142857,3.284285714,0,0
223992111609267003,223992111609267003-1482091232-1482091232,223992111609267003-1480303332-1480303332,Organic Search,0.142857,3.284285714,0,0
223992111609267003,223992111609267003-1482091232-1482091232,223992111609267003-1480810524-1480810524,Organic Search,0.142857,3.284285714,0,0
223992111609267003,223992111609267003-1482091232-1482091232,223992111609267003-1480187840-1480187840,Organic Search,0.142857,3.284285714,0,0
3435879975978458700,3435879975978458700-1481326587-1481326587,3435879975978458700-1481326567-1481326567,Paid Search,0.333333,14.326666667,0,0
3435879975978458700,3435879975978458700-1481326587-1481326587,3435879975978458700-1480637956-1480637956,Organic Search,0.333333,14.326666667,0,0
3435879975978458700,3435879975978458700-1481326587-1481326587,3435879975978458700-1481326587-1481326587,Organic Search,0.333333,14.326666667,1,42.98
318787809582411406,318787809582411406-1475432960-1475432960,318787809582411406-1475353656-1475353656,Organic Search,0.333333,22.33,0,0
318787809582411406,318787809582411406-1475432960-1475432960,318787809582411406-1475269082-1475269082,Organic Search,0.333333,22.33,0,0
318787809582411406,318787809582411406-1475432960-1475432960,318787809582411406-1475432960-1475432960,Referral,0.333333,22.33,1,66.99
6033687710864775123,6033687710864775123-1481574909-1481574909,6033687710864775123-1481574825-1481574825,Organic Search,0.500000,16.09,0,0
6033687710864775123,6033687710864775123-1481574909-1481574909,6033687710864775123-1481574909-1481574909,Referral,0.500000,16.09,1,32.18
6318304675637687761,6318304675637687761-1481219878-1481219878,6318304675637687761-1481219878-1481219878,Paid Search,0.333333,81.693333333,1,245.08
6318304675637687761,6318304675637687761-1481219878-1481219878,6318304675637687761-1481032361-1481032361,Paid Search,0.333333,81.693333333,0,0
6318304675637687761,6318304675637687761-1481219878-1481219878,6318304675637687761-1476724239-1476724239,Referral,0.333333,81.693333333,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1474563944-1474563944,Organic Search,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1474526740-1474526740,Organic Search,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1474872204-1474872204,Organic Search,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1475008615-1475008615,Organic Search,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1474924285-1474924285,Organic Search,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1474569045-1474569045,Organic Search,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1474944495-1474944495,Organic Search,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1475008657-1475008657,Referral,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1474938072-1474938072,Organic Search,0.100000,14.699,0,0
8035947432073895250,8035947432073895250-1475008659-1475008659,8035947432073895250-1475008659-1475008659,Referral,0.100000,14.699,1,146.99
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1499781942-1499781942,Referral,0.111111,61.044444444,0,0
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1499798220-1499798220,Referral,0.111111,61.044444444,0,0
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1499832862-1499832862,Referral,0.111111,61.044444444,0,0
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1500482145-1500482145,Referral,0.111111,61.044444444,1,549.4
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1499311862-1499311862,Referral,0.111111,61.044444444,0,0
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1499744597-1499744597,Referral,0.111111,61.044444444,0,0
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1498857530-1498857530,Referral,0.111111,61.044444444,0,0
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1498538221-1498538221,Direct,0.111111,61.044444444,0,0
4260968995177655855,4260968995177655855-1500482145-1500482145,4260968995177655855-1500237123-1500237123,Referral,0.111111,61.044444444,0,0
4662582475416192396,4662582475416192396-1488242984-1488242984,4662582475416192396-1488242984-1488242984,Referral,0.250000,140.95,1,563.8
4662582475416192396,4662582475416192396-1488242984-1488242984,4662582475416192396-1487964692-1487964692,Organic Search,0.250000,140.95,0,0
4662582475416192396,4662582475416192396-1488242984-1488242984,4662582475416192396-1488242778-1488242778,Organic Search,0.250000,140.95,0,0
4662582475416192396,4662582475416192396-1488242984-1488242984,4662582475416192396-1487694995-1487694995,Organic Search,0.250000,140.95,0,0
0674198499072575604,0674198499072575604-1473615548-1473615548,0674198499072575604-1473475142-1473475142,Referral,0.250000,19.935,0,0
0674198499072575604,0674198499072575604-1473615548-1473615548,0674198499072575604-1473513788-1473513788,Referral,0.250000,19.935,0,0
0674198499072575604,0674198499072575604-1473615548-1473615548,0674198499072575604-1473475077-1473475077,Direct,0.250000,19.935,0,0
0674198499072575604,0674198499072575604-1473615548-1473615548,0674198499072575604-1473615548-1473615548,Referral,0.250000,19.935,1,79.74
2618807484848182971,2618807484848182971-1500869814-1500869814,2618807484848182971-1500853360-1500853360,Organic Search,0.166667,7.006666667,0,0
2618807484848182971,2618807484848182971-1500869814-1500869814,2618807484848182971-1499206242-1499206242,Organic Search,0.166667,7.006666667,0,0
2618807484848182971,2618807484848182971-1500869814-1500869814,2618807484848182971-1498777098-1498777098,Organic Search,0.166667,7.006666667,0,0
2618807484848182971,2618807484848182971-1500869814-1500869814,2618807484848182971-1500869814-1500869814,Organic Search,0.166667,7.006666667,1,42.04
2618807484848182971,2618807484848182971-1500869814-1500869814,2618807484848182971-1499570025-1499570025,Organic Search,0.166667,7.006666667,0,0
2618807484848182971,2618807484848182971-1500869814-1500869814,2618807484848182971-1498426041-1498426041,Paid Search,0.166667,7.006666667,0,0
2105686286348643381,2105686286348643381-1471647245-1471647245,2105686286348643381-1471556721-1471556721,Referral,0.333333,20.993333333,0,0
2105686286348643381,2105686286348643381-1471647245-1471647245,2105686286348643381-1471647245-1471647245,Referral,0.333333,20.993333333,1,62.98
2105686286348643381,2105686286348643381-1471647245-1471647245,2105686286348643381-1471556492-1471556492,Organic Search,0.333333,20.993333333,0,0
69563023975860043,69563023975860043-1477004067-1477004067,69563023975860043-1477003940-1477003940,Organic Search,0.500000,20.48,0,0
69563023975860043,69563023975860043-1477004067-1477004067,69563023975860043-1477004067-1477004067,Referral,0.500000,20.48,1,40.96
1748823667691888878,1748823667691888878-1473532455-1473532455,1748823667691888878-1473515685-1473515685,Organic Search,0.333333,28.573333333,0,0
1748823667691888878,1748823667691888878-1473532455-1473532455,1748823667691888878-1473517446-1473517446,Referral,0.333333,28.573333333,0,0
1748823667691888878,1748823667691888878-1473532455-1473532455,1748823667691888878-1473532455-1473532455,Organic Search,0.333333,28.573333333,1,85.72
6172293608941431508,6172293608941431508-1471129654-1471129654,6172293608941431508-1471052111-1471052111,Organic Search,0.250000,9.715,0,0
6172293608941431508,6172293608941431508-1471129654-1471129654,6172293608941431508-1471129654-1471129654,Referral,0.250000,9.715,1,38.86
6172293608941431508,6172293608941431508-1471129654-1471129654,6172293608941431508-1471055471-1471055471,Referral,0.250000,9.715,0,0
6172293608941431508,6172293608941431508-1471129654-1471129654,6172293608941431508-1471122702-1471122702,Referral,0.250000,9.715,0,0
054391506396728030,054391506396728030-1485194006-1485194006,054391506396728030-1484250041-1484250041,Direct,0.500000,16.95,0,0
054391506396728030,054391506396728030-1485194006-1485194006,054391506396728030-1485194006-1485194006,Referral,0.500000,16.95,1,33.9
0395012696484203225,0395012696484203225-1480710420-1480710420,0395012696484203225-1480704190-1480704190,Paid Search,0.500000,49.49,0,0
0395012696484203225,0395012696484203225-1480710420-1480710420,0395012696484203225-1480710420-1480710420,Display,0.500000,49.49,1,98.98
5343854079752182770,5343854079752182770-1475610958-1475610958,5343854079752182770-1473958223-1473958223,Direct,0.200000,53.392,0,0
5343854079752182770,5343854079752182770-1475610958-1475610958,5343854079752182770-1474492860-1474492860,Direct,0.200000,53.392,0,0
5343854079752182770,5343854079752182770-1475610958-1475610958,5343854079752182770-1474550045-1474550045,Direct,0.200000,53.392,0,0
5343854079752182770,5343854079752182770-1475610958-1475610958,5343854079752182770-1475526230-1475526230,Direct,0.200000,53.392,0,0
5343854079752182770,5343854079752182770-1475610958-1475610958,5343854079752182770-1475610958-1475610958,Referral,0.200000,53.392,1,266.96
4230960861530232531,4230960861530232531-1500407652-1500407652,4230960861530232531-1500407333-1500407333,Organic Search,0.333333,11.783333333,0,0
4230960861530232531,4230960861530232531-1500407652-1500407652,4230960861530232531-1500404479-1500404479,Organic Search,0.333333,11.783333333,0,0
4230960861530232531,4230960861530232531-1500407652-1500407652,4230960861530232531-1500407652-1500407652,Referral,0.333333,11.783333333,1,35.35
9017249703406411169,9017249703406411169-1486504620-1486504620,9017249703406411169-1486503588-1486503588,Direct,0.500000,150.925,0,0
9017249703406411169,9017249703406411169-1486504620-1486504620,9017249703406411169-1486504620-1486504620,Referral,0.500000,150.925,1,301.85
202488139684365954,202488139684365954-1493422034-1493422034,202488139684365954-1493422034-1493422034,Social,0.333333,13.53,1,40.59
202488139684365954,202488139684365954-1493422034-1493422034,202488139684365954-1493422005-1493422005,Referral,0.333333,13.53,0,0
202488139684365954,202488139684365954-1493422034-1493422034,202488139684365954-1493223053-1493223053,Referral,0.333333,13.53,0,0
705052516935438684,705052516935438684-1492619620-1492619620,705052516935438684-1492619609-1492619609,Referral,0.333333,12.316666667,0,0
705052516935438684,705052516935438684-1492619620-1492619620,705052516935438684-1492615988-1492615988,Referral,0.333333,12.316666667,0,0
705052516935438684,705052516935438684-1492619620-1492619620,705052516935438684-1492619620-1492619620,Social,0.333333,12.316666667,1,36.95
6593140710602470169,6593140710602470169-1480613163-1480613163,6593140710602470169-1480031660-1480031660,Referral,0.200000,9.596,0,0
6593140710602470169,6593140710602470169-1480613163-1480613163,6593140710602470169-1480613163-1480613163,Referral,0.200000,9.596,1,47.98
6593140710602470169,6593140710602470169-1480613163-1480613163,6593140710602470169-1478217392-1478217392,Referral,0.200000,9.596,0,0
6593140710602470169,6593140710602470169-1480613163-1480613163,6593140710602470169-1480033033-1480033033,Display,0.200000,9.596,0,0
6593140710602470169,6593140710602470169-1480613163-1480613163,6593140710602470169-1476886282-1476886282,Referral,0.200000,9.596,0,0
407927208045481071,407927208045481071-1474582401-1474582401,407927208045481071-1474081205-1474081205,Referral,0.333333,11.726666667,0,0
407927208045481071,407927208045481071-1474582401-1474582401,407927208045481071-1474582401-1474582401,Referral,0.333333,11.726666667,1,35.18
407927208045481071,407927208045481071-1474582401-1474582401,407927208045481071-1474305111-1474305111,Organic Search,0.333333,11.726666667,0,0
5155886278275887447,5155886278275887447-1499180756-1499180756,5155886278275887447-1499180160-1499180160,Direct,0.500000,29.77,0,0
5155886278275887447,5155886278275887447-1499180756-1499180756,5155886278275887447-1499180756-1499180756,Referral,0.500000,29.77,1,59.54
5709093382250533707,5709093382250533707-1488905319-1488905319,5709093382250533707-1488772943-1488772943,Direct,0.250000,22.2125,0,0
5709093382250533707,5709093382250533707-1488905319-1488905319,5709093382250533707-1488773046-1488773046,Organic Search,0.250000,22.2125,0,0
5709093382250533707,5709093382250533707-1488905319-1488905319,5709093382250533707-1488905319-1488905319,Organic Search,0.250000,22.2125,1,88.85
5709093382250533707,5709093382250533707-1488905319-1488905319,5709093382250533707-1488881398-1488881398,Organic Search,0.250000,22.2125,0,0
8436426603099391262,8436426603099391262-1485890093-1485890093,8436426603099391262-1482158001-1482158001,Referral,0.285714,117.305714286,0,0
8436426603099391262,8436426603099391262-1485890093-1485890093,8436426603099391262-1483477450-1483477450,Organic Search,0.285714,117.305714286,0,0
8436426603099391262,8436426603099391262-1485890093-1485890093,8436426603099391262-1485807801-1485807801,Referral,0.285714,117.305714286,0,0
8436426603099391262,8436426603099391262-1485890093-1485890093,8436426603099391262-1485804327-1485804327,Referral,0.285714,117.305714286,0,0
8436426603099391262,8436426603099391262-1485890093-1485890093,8436426603099391262-1481814160-1481814160,Referral,0.285714,117.305714286,0,0
8436426603099391262,8436426603099391262-1485890093-1485890093,8436426603099391262-1482373632-1482373632,Organic Search,0.285714,117.305714286,0,0
8436426603099391262,8436426603099391262-1485890093-1485890093,8436426603099391262-1485890093-1485890093,Referral,0.285714,117.305714286,2,821.14
4288975239586722821,4288975239586722821-1471032280-1471032280,4288975239586722821-1471019881-1471019881,Direct,0.200000,21.89,0,0
4288975239586722821,4288975239586722821-1471032280-1471032280,4288975239586722821-1471032280-1471032280,Referral,0.200000,21.89,1,109.45
4288975239586722821,4288975239586722821-1471032280-1471032280,4288975239586722821-1471023821-1471023821,Referral,0.200000,21.89,0,0
4288975239586722821,4288975239586722821-1471032280-1471032280,4288975239586722821-1471029294-1471029294,Referral,0.200000,21.89,0,0
4288975239586722821,4288975239586722821-1471032280-1471032280,4288975239586722821-1471023561-1471023561,Direct,0.200000,21.89,0,0
7112946707690589198,7112946707690589198-1484668811-1484668811,7112946707690589198-1484668811-1484668811,Display,0.333333,19.78,1,59.34
7112946707690589198,7112946707690589198-1484668811-1484668811,7112946707690589198-1482524851-1482524851,Display,0.333333,19.78,0,0
7112946707690589198,7112946707690589198-1484668811-1484668811,7112946707690589198-1480446771-1480446771,Referral,0.333333,19.78,0,0
4143932736586919766,4143932736586919766-1499641759-1499641759,4143932736586919766-1498531272-1498531272,Referral,0.200000,5.248,0,0
4143932736586919766,4143932736586919766-1499641759-1499641759,4143932736586919766-1498708561-1498708561,Referral,0.200000,5.248,0,0
4143932736586919766,4143932736586919766-1499641759-1499641759,4143932736586919766-1498533590-1498533590,Referral,0.200000,5.248,0,0
4143932736586919766,4143932736586919766-1499641759-1499641759,4143932736586919766-1499641759-1499641759,Organic Search,0.200000,5.248,1,26.24
4143932736586919766,4143932736586919766-1499641759-1499641759,4143932736586919766-1496201635-1496201635,Referral,0.200000,5.248,0,0
5021888768610000663,5021888768610000663-1500477606-1500477606,5021888768610000663-1500409428-1500409428,Direct,0.500000,18.835,0,0
5021888768610000663,5021888768610000663-1500477606-1500477606,5021888768610000663-1500477606-1500477606,Referral,0.500000,18.835,1,37.67
5188382236273817030,5188382236273817030-1480529638-1480529638,5188382236273817030-1479319200-1479319200,Referral,0.125000,26,0,0
5188382236273817030,5188382236273817030-1480529638-1480529638,5188382236273817030-1479255742-1479255742,Organic Search,0.125000,26,0,0
5188382236273817030,5188382236273817030-1480529638-1480529638,5188382236273817030-1479424416-1479424416,Referral,0.125000,26,0,0
5188382236273817030,5188382236273817030-1480529638-1480529638,5188382236273817030-1479335091-1479335091,Referral,0.125000,26,0,0
5188382236273817030,5188382236273817030-1480529638-1480529638,5188382236273817030-1479333001-1479333001,Referral,0.125000,26,0,0
5188382236273817030,5188382236273817030-1480529638-1480529638,5188382236273817030-1479247505-1479247505,Organic Search,0.125000,26,0,0
5188382236273817030,5188382236273817030-1480529638-1480529638,5188382236273817030-1479404511-1479404511,Referral,0.125000,26,0,0
5188382236273817030,5188382236273817030-1480529638-1480529638,5188382236273817030-1480529638-1480529638,Referral,0.125000,26,1,208
8200024559872067967,8200024559872067967-1493912932-1493912932,8200024559872067967-1493887993-1493887993,Social,0.200000,7.718,0,0
8200024559872067967,8200024559872067967-1493912932-1493912932,8200024559872067967-1493909382-1493909382,Social,0.200000,7.718,0,0
8200024559872067967,8200024559872067967-1493912932-1493912932,8200024559872067967-1493912932-1493912932,Social,0.200000,7.718,1,38.59
8200024559872067967,8200024559872067967-1493912932-1493912932,8200024559872067967-1493836680-1493836680,Referral,0.200000,7.718,0,0
8200024559872067967,8200024559872067967-1493912932-1493912932,8200024559872067967-1487777294-1487777294,Referral,0.200000,7.718,0,0
5613784133853070022,5613784133853070022-1498246944-1498246944,5613784133853070022-1498238811-1498238811,Referral,0.250000,85.8275,0,0
5613784133853070022,5613784133853070022-1498246944-1498246944,5613784133853070022-1498246944-1498246944,Referral,0.250000,85.8275,1,343.31
5613784133853070022,5613784133853070022-1498246944-1498246944,5613784133853070022-1498238628-1498238628,Organic Search,0.250000,85.8275,0,0
5613784133853070022,5613784133853070022-1498246944-1498246944,5613784133853070022-1497295157-1497295157,Organic Search,0.250000,85.8275,0,0
2368551524406489641,2368551524406489641-1471242308-1471242308,2368551524406489641-1470940384-1470940384,Referral,0.142857,31.178571429,0,0
2368551524406489641,2368551524406489641-1471242308-1471242308,2368551524406489641-1470936795-1470936795,Referral,0.142857,31.178571429,0,0
2368551524406489641,2368551524406489641-1471242308-1471242308,2368551524406489641-1470891082-1470891082,Organic Search,0.142857,31.178571429,0,0
2368551524406489641,2368551524406489641-1471242308-1471242308,2368551524406489641-1470893618-1470893618,Referral,0.142857,31.178571429,0,0
2368551524406489641,2368551524406489641-1471242308-1471242308,2368551524406489641-1470936763-1470936763,Organic Search,0.142857,31.178571429,0,0
2368551524406489641,2368551524406489641-1471242308-1471242308,2368551524406489641-1471242308-1471242308,Referral,0.142857,31.178571429,1,218.25
2368551524406489641,2368551524406489641-1471242308-1471242308,2368551524406489641-1470424072-1470424072,Organic Search,0.142857,31.178571429,0,0
7804796494256061450,7804796494256061450-1494716739-1494716739,7804796494256061450-1484025649-1484025649,Display,0.333333,8.976666667,0,0
7804796494256061450,7804796494256061450-1494716739-1494716739,7804796494256061450-1488431598-1488431598,Organic Search,0.333333,8.976666667,0,0
7804796494256061450,7804796494256061450-1494716739-1494716739,7804796494256061450-1494716739-1494716739,Organic Search,0.333333,8.976666667,1,26.93
